"rangeS","SpeedX"
"(7.7,12.5]",-10.7463382168381
"(7.7,12.5]",-9.87729465619788
"(7.7,12.5]",-5.30627999828412
"(7.7,12.5]",-16.2148773550019
"(7.7,12.5]",-12.345705028668
"(7.7,12.5]",21.9304555709879
"(7.7,12.5]",10.4614122258181
"(7.7,12.5]",3.68626483472399
"(7.7,12.5]",2.767471154748
"(7.7,12.5]",12.0985670416859
"(7.7,12.5]",-6.41006122753806
"(7.7,12.5]",2.2713419006881
"(7.7,12.5]",8.629565064276
"(7.7,12.5]",13.9212128123759
"(7.7,12.5]",6.50204071561794
"(7.7,12.5]",13.2517747281659
