"rangeE","n_clusters","n_displacements","medianSX","meanE","CIL","CIM"
"(0,20]",28,136,1.16065158967197,15.6904502662263,-1.56987598414704,2.57852192392462
"(20,40]",62,386,4.94254273295698,27.817797108965,3.94939383189903,5.9281207105889
"(40,80]",23,102,5.33584395724797,49.7746006714679,3.87551727913792,7.98506559018606
"(80,500]",43,313,0.80958652629597,119.021080377891,0.00875039566799388,2.7026473411498
