"Type","SpeedX"
"Gradient",20.188019322038
"Gradient",-12.7899494323109
"Gradient",1.93882919717093
"Gradient",14.0320780012658
"Gradient",8.41404162020232
"Gradient",16.6833580890161
"Gradient",10.350209135426
"Gradient",11.1580802537571
"Gradient",-11.127999666564
"Gradient",3.60752570470924
"Gradient",10.6958415183769
"Gradient",-12.5433359147426
"Gradient",1.77354558578174
"Gradient",-2.80675252782001
"Gradient",6.16250087721336
"Gradient",5.98837890205954
"Gradient",12.4719638619277
"Gradient",-15.2140584006292
"Gradient",4.26119249839598
"Gradient",-4.39381636848505
"Gradient",2.80026110860566
"Gradient",5.47218197088844
"Gradient",19.4003316576453
"Gradient",13.0635811793536
"Gradient",9.53461636528338
"Gradient",0.239172784306755
"Gradient",13.9086811392049
"Gradient",4.54308832229482
"Gradient",3.86326552400129
"Gradient",11.0183489012112
"Gradient",11.7231183802726
"Gradient",-2.72371046541284
"Gradient",-7.29385405578474
"Gradient",12.4316924014709
"Gradient",2.11894524413829
"Gradient",11.1319888200798
"Gradient",16.7308982418229
"Gradient",3.46488133348676
"Gradient",7.16866119967248
"Gradient",6.00584335316568
"Gradient",0.90272644349898
"Gradient",-2.88155930039674
"Gradient",-5.54938881708559
"Gradient",-9.97590080000886
"Gradient",-1.52036616808749
"Gradient",-0.398407133548303
"Gradient",-10.7568947181309
"Gradient",8.13898130044986
"Gradient",-7.69368053391258
"Gradient",13.3361749444706
"Gradient",5.24115917645944
"Gradient",6.34727802494856
"Gradient",2.50964605939923
"Gradient",10.4298620853
"Gradient",-6.81801623756082
"Gradient",9.43019448721188
"Gradient",-1.38250911045
"Gradient",8.06877446730792
"Gradient",14.0133461948492
"Gradient",-8.45250158811852
"Gradient",11.7818553905797
"Gradient",-5.82696247368738
"Gradient",-2.93676474742528
"Gradient",-3.17992414078307
"Gradient",10.7439362746811
"Gradient",6.78921389667228
"Gradient",2.96457022032535
"Gradient",19.1460784892728
"Gradient",-4.42224473976908
"Gradient",-15.6370211177186
"Gradient",-0.0798912037799934
"Gradient",1.97112299308883
"Gradient",-7.39718505860202
"Gradient",11.9870330552711
"Gradient",6.33074579482446
"Gradient",9.62476488364686
"Gradient",10.1998213029
"Gradient",-1.56041133183632
"Gradient",-3.58493206244414
"Gradient",-4.20265523787276
"Gradient",6.4392561813273
"Gradient",2.05461456843727
"Gradient",6.3897033567597
"Gradient",8.02826364286896
"Gradient",2.84879217407899
"Gradient",-3.7292991064709
"Gradient",-1.49021386494001
"Gradient",9.07712502759486
"Gradient",14.1937320677008
"Gradient",6.52851141138792
"Gradient",11.1459621693745
"Gradient",9.70097927683512
"Gradient",0.0514707735997723
"Gradient",0.710977529326404
"Gradient",6.67439037746532
"Gradient",-4.8337613025889
"Gradient",-11.1972020040746
"Gradient",2.0371895153686
"Gradient",3.81063164564473
"Gradient",9.28982157631668
"Gradient",5.45434144020095
"Gradient",3.37476966984881
"Gradient",12.3248202997277
"Gradient",-8.50580396148228
"Gradient",-15.8332417320761
"Gradient",-0.614878785311256
"Gradient",-3.64078744678471
"Gradient",-5.97322323165587
"Gradient",-0.895944109293162
"Gradient",6.45840097301118
"Gradient",10.9507019521293
"Gradient",-7.64098326739452
"Gradient",5.66213422666337
"Gradient",13.191453875249
"Gradient",7.52051106589248
"Gradient",-7.93048957156926
"Gradient",3.21045050134594
"Gradient",4.97087480744584
"Gradient",10.5308474958502
"Gradient",5.88191947801147
"Gradient",-1.79329042357666
"Gradient",-8.0398154019012
"Gradient",-1.65248692084985
"Gradient",10.99869241586
"Gradient",10.1697448339557
"Gradient",-8.57652324061554
"Gradient",9.08091845190936
"Gradient",-0.189360373943622
"Gradient",11.7878208858979
"Gradient",15.2921313034163
"Gradient",-4.8559720249312
"Gradient",-3.40424690557393
"Gradient",7.66269940992792
"Gradient",5.85588262846312
"Gradient",2.2006863751964
"Gradient",-1.03818751064999
"Gradient",6.21713514721362
"Gradient",3.90478293239999
"Gradient",-9.45438315458556
"Gradient",7.48843417517142
"Gradient",3.18880770179063
"Gradient",16.5156953833314
"Gradient",17.5216932755788
"Gradient",-5.61135098930507
"Gradient",0.880097322860964
"Gradient",7.8217581467418
"Gradient",10.0180705962436
"Gradient",6.39533328773856
"Gradient",0.923558397027654
"Gradient",-13.3332924870179
"Gradient",-0.25171204994308
"Gradient",6.67276515511068
"Gradient",6.7954493142159
"Gradient",6.73195436689446
"Gradient",10.671782744401
"Gradient",20.3011360800259
"Gradient",11.7984453984413
"Gradient",-1.65364710908344
"Gradient",-1.27480139365772
"Gradient",9.17981500439988
"Gradient",8.71082639220774
"Gradient",11.5209786754855
"Gradient",10.3571496301417
"Gradient",2.64938785552454
"Gradient",4.73553744725012
"Gradient",7.68530649899742
"Gradient",-0.551872542401199
"Gradient",0.0208442004248432
"Gradient",10.5848220733051
"Gradient",3.56419557768844
"Gradient",4.98112731239626
"Gradient",0.24230486010844
"Gradient",3.5293937647604
"Gradient",-4.08325040137085
"Gradient",10.1258328027658
"Gradient",7.50339783558162
"Gradient",5.51446829616759
"Gradient",2.44004026853578
"Gradient",4.5350082013575
"Gradient",-12.00741371062
"Gradient",-1.23220519142344
"Gradient",-1.03231635387918
"Gradient",9.18042524895384
"Gradient",4.22809627631474
"Gradient",13.4786863087217
"Gradient",-0.984070780422672
"Gradient",4.66764710766067
"Gradient",-8.7051484099803
"Gradient",12.8299263900583
"Gradient",-2.3877118250288
"Gradient",-0.511749091319152
"Gradient",7.27413995348394
"Gradient",-1.65564158614162
"Gradient",-11.8207313559467
"Gradient",-11.1026764994798
"Gradient",6.05541871131288
"Gradient",19.843812394684
"Gradient",1.33218218447025
"Gradient",6.48383796964164
"Gradient",4.67875405449635
"Gradient",9.5571057757374
"Gradient",15.6259227437189
"Gradient",6.42676937803092
"Gradient",-4.41431712031076
"Gradient",4.71161412923249
"Gradient",-0.18378977645768
"Gradient",8.86039296894096
"Gradient",0.665739290069136
"Gradient",-11.0264784547484
"Gradient",-7.35765235831842
"Gradient",-15.0597947604773
"Gradient",16.9851681087105
"Gradient",-5.76071949960097
"Gradient",-11.2183140553537
"Gradient",-2.14131089337475
"Gradient",8.68169935284966
